name,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,09/30/1988,09/30/1987,09/30/1986,09/30/1985
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232,000,000","309,000,000","259,000,000","306,000,000","345,000,000","475,000,000","543,000,000","549,000,000","417,000,000","417,000,000","441,000,000","475,000,000","250,000,000","208,000,000","167,000,000","97,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"256,945,000",,"279,198,000",,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,"5,546,000,000","5,010,000,000","5,141,000,000","5,046,000,000","4,318,000,000","3,884,000,000","4,014,000,000","3,742,000,000","3,453,000,000","3,193,000,000","3,242,000,000","2,895,000,000","2,583,000,000","2,309,000,000","2,253,000,000","1,937,000,000","2,014,000,000","1,892,000,000","1,683,000,000","1,724,000,000","1,636,000,000","1,216,000,000","1,142,000,000","1,180,000,000","5,804,000,000","4,862,000,000","4,240,000,000","4,026,000,000","3,378,000,000","1,131,000,000","1,060,000,000","993,000,000","782,000,000","687,000,000","640,000,000","648,000,000","607,000,000","491,000,000","459,000,000","471,000,000","331,000,000","334,000,000","297,000,000","281,000,000","231,000,000","227,000,000","216,000,000","218,000,000","190,000,000","176,000,000","168,000,000","177,000,000","166,000,000","164,000,000","161,000,000","171,000,000","169,000,000","173,000,000","183,000,000","231,000,000","162,000,000","162,000,000","131,000,000","131,000,000","143,000,000","137,000,000","154,000,000","166,000,000","182,000,000","192,000,000","201,000,000","233,000,000","259,000,000","307,000,000","303,000,000","324,000,000","342,000,000","401,000,000","479,000,000","302,000,000","251,000,000","286,000,000","350,000,000","269,000,000","293,048,000",,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,"5,546,000,000","5,010,000,000","5,141,000,000","5,046,000,000","4,318,000,000","3,884,000,000","4,014,000,000","3,742,000,000","3,453,000,000","3,193,000,000","3,242,000,000","2,895,000,000","2,583,000,000","2,309,000,000","2,253,000,000","1,937,000,000","2,014,000,000","1,892,000,000","1,683,000,000","1,724,000,000","1,636,000,000","1,216,000,000","1,142,000,000","1,180,000,000","2,101,000,000","1,731,000,000","1,539,000,000","1,613,000,000","1,447,000,000","1,131,000,000","1,060,000,000","993,000,000","782,000,000","687,000,000","640,000,000","648,000,000","607,000,000","491,000,000","459,000,000","471,000,000","331,000,000","334,000,000","297,000,000","281,000,000","231,000,000","227,000,000","216,000,000","218,000,000","190,000,000","176,000,000","168,000,000","177,000,000","166,000,000","164,000,000","161,000,000","171,000,000","169,000,000","173,000,000","183,000,000","231,000,000","162,000,000","162,000,000","131,000,000","131,000,000","143,000,000","137,000,000","154,000,000","166,000,000","182,000,000","192,000,000","201,000,000","233,000,000","259,000,000","307,000,000","303,000,000","324,000,000","342,000,000","401,000,000","479,000,000","302,000,000","251,000,000","286,000,000","350,000,000","269,000,000","293,048,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"13,687,000,000","11,264,000,000","10,987,000,000","15,691,000,000","12,026,000,000","12,352,000,000","10,530,000,000","12,092,000,000","12,432,000,000","12,087,000,000","12,488,000,000","12,043,000,000","11,337,000,000","13,936,000,000","10,338,000,000","11,367,000,000","12,191,000,000","8,283,000,000","11,132,000,000","10,204,000,000","11,073,000,000","9,539,000,000","9,291,000,000","9,094,000,000","13,635,000,000","9,806,000,000","7,825,000,000","7,528,000,000","8,574,000,000","6,882,000,000","7,270,000,000","6,377,000,000","6,644,000,000","6,458,000,000","6,560,000,000","5,050,000,000","4,958,000,000","4,529,000,000","4,251,000,000","4,055,000,000","3,467,000,000","3,447,000,000","3,188,000,000","4,515,000,000","1,667,000,000","1,176,000,000","1,267,000,000","946,000,000","1,336,000,000","1,134,000,000","1,760,000,000","1,695,000,000","1,450,000,000","996,000,000","698,000,000","462,000,000","481,000,000","469,000,000","350,000,000","316,000,000","327,000,000","231,000,000","222,000,000","247,000,000","240,000,000","209,000,000","169,000,000","153,000,000","144,000,000","125,000,000","113,000,000","112,000,000","204,000,000","275,000,000","313,000,000","274,000,000","213,000,000","161,000,000","240,000,000","371,000,000","168,000,000","252,000,000","197,000,000","222,000,000","211,000,000","215,000,000","152,000,000","194,000,000","185,000,000","183,000,000","146,000,000","125,000,000","207,000,000","234,000,000","215,000,000","222,000,000","308,000,000","270,000,000","341,000,000","374,000,000","258,000,000","315,000,000","309,000,000","208,000,000","179,000,000","255,767,000","300,607,000","705,400,000","219,443,000","773,500,000","1,023,100,000","931,500,000","1,323,600,000","1,392,500,000","1,199,500,000","1,074,300,000","924,700,000","680,600,000","554,200,000","526,800,000","542,700,000","911,200,000","676,600,000","652,600,000","739,400,000","587,900,000","137,000,000","110,900,000","92,900,000","97,900,000"
	TotalNonCurrentAssets,"199,948,000,000","180,175,000,000","177,279,000,000","176,647,000,000","177,387,000,000","175,697,000,000","187,266,000,000","218,652,000,000","232,891,000,000","234,386,000,000","233,436,000,000","237,449,000,000","262,984,000,000","246,674,000,000","232,298,000,000","232,542,000,000","227,809,000,000","214,817,000,000","211,841,000,000","217,685,000,000","217,065,000,000","201,101,000,000","202,198,000,000","193,303,000,000","178,491,000,000","163,308,000,000","154,571,000,000","135,448,000,000","144,837,000,000","133,714,000,000","131,637,000,000","131,406,000,000","123,740,000,000","118,411,000,000","110,953,000,000","100,222,000,000","83,910,000,000","71,383,000,000","59,860,000,000","47,907,000,000","42,815,000,000","33,505,000,000","28,692,000,000","24,721,000,000","20,594,000,000","17,586,000,000","12,970,000,000","9,384,000,000","7,624,000,000","4,882,000,000","3,711,000,000","3,735,000,000","3,850,000,000","3,391,000,000","2,902,000,000","2,682,000,000","2,797,000,000","2,696,000,000","2,623,000,000","2,625,000,000","2,019,000,000","1,251,000,000","1,112,000,000","1,104,000,000","1,040,000,000","995,000,000","937,000,000","951,000,000","942,000,000","928,000,000","895,000,000","893,000,000","885,000,000","910,000,000","850,000,000","850,000,000","850,000,000","878,000,000","823,000,000","785,000,000","1,060,000,000","1,376,000,000","1,775,000,000","2,095,000,000","2,677,000,000","876,000,000","721,000,000","843,000,000","725,000,000","591,000,000","666,000,000","750,000,000","753,000,000","809,000,000","848,000,000","845,000,000","853,000,000","849,000,000","891,000,000","957,000,000","1,002,000,000","1,007,000,000","921,000,000","889,000,000","815,000,000","826,294,000","863,423,000","864,100,000","834,433,000","833,000,000","847,600,000","815,500,000","791,300,000","665,300,000","698,000,000","684,000,000","673,900,000","630,000,000","627,200,000","609,300,000","613,300,000","572,400,000","550,500,000","506,000,000","487,800,000","449,500,000","299,100,000","170,500,000","119,200,000","114,100,000"
		NetPPE,"37,933,000,000","36,766,000,000","35,687,000,000","35,889,000,000","37,031,000,000","37,378,000,000","37,636,000,000","38,746,000,000","39,597,000,000","41,304,000,000","38,117,000,000","35,077,000,000","33,679,000,000","33,783,000,000","29,286,000,000","27,163,000,000","26,510,000,000","27,010,000,000","25,448,000,000","23,203,000,000","22,300,000,000","22,471,000,000","21,149,000,000","20,151,000,000","20,392,000,000","20,624,000,000","17,585,000,000","15,120,000,000","15,488,000,000","16,597,000,000","16,327,000,000","15,026,000,000","15,422,000,000","15,452,000,000","10,487,000,000","8,847,000,000","7,816,000,000","7,777,000,000","6,749,000,000","6,241,000,000","5,868,000,000","4,768,000,000","3,990,000,000","3,504,000,000","3,115,000,000","2,954,000,000","2,653,000,000","2,546,000,000","2,580,000,000","2,455,000,000","2,177,000,000","1,962,000,000","1,870,000,000","1,832,000,000","1,626,000,000","1,409,000,000","1,362,000,000","1,281,000,000","1,197,000,000","1,005,000,000","855,000,000","817,000,000","764,000,000","742,000,000","735,000,000","707,000,000","684,000,000","687,000,000","684,000,000","669,000,000","639,000,000","619,000,000","605,000,000","621,000,000","589,000,000","587,000,000","573,000,000","564,000,000","347,000,000","331,000,000","325,000,000","313,000,000","314,000,000","314,000,000","318,000,000","318,000,000","313,000,000","330,000,000","344,000,000","348,000,000","365,000,000","415,000,000","429,000,000","486,000,000","540,000,000","556,000,000","593,000,000","598,000,000","615,000,000","692,000,000","712,000,000","711,000,000","691,000,000","663,000,000","661,000,000","667,100,000","664,982,000","676,700,000","642,336,000","659,500,000","659,500,000","650,300,000","639,300,000","462,200,000","467,900,000","457,900,000","456,100,000","448,000,000","445,100,000","435,900,000","436,300,000","398,200,000","378,700,000","368,300,000","361,900,000","334,200,000","207,400,000","130,400,000","107,300,000","90,400,000"
			GrossPPE,"105,493,000,000","103,526,000,000","100,917,000,000","98,743,000,000","97,990,000,000","95,957,000,000","93,984,000,000","93,036,000,000","91,526,000,000","90,403,000,000","85,368,000,000","80,502,000,000","77,110,000,000","75,076,000,000","68,981,000,000","65,124,000,000","62,759,000,000","61,245,000,000","57,991,000,000","54,051,000,000","51,342,000,000","49,257,000,000","45,544,000,000","42,460,000,000","40,747,000,000","39,015,000,000","34,453,000,000","30,406,000,000","29,288,000,000","28,519,000,000","26,889,000,000","24,194,000,000","23,214,000,000","21,887,000,000","16,205,000,000","13,941,000,000","12,340,000,000","11,768,000,000","10,348,000,000","9,416,000,000","8,635,000,000","7,234,000,000","6,228,000,000","5,555,000,000","4,986,000,000","4,667,000,000","4,222,000,000","4,097,000,000","3,997,000,000","3,747,000,000","3,397,000,000","3,113,000,000","2,931,000,000","2,841,000,000","2,562,000,000","2,304,000,000","2,200,000,000","2,075,000,000","1,954,000,000","1,731,000,000","1,547,000,000","1,481,000,000","1,409,000,000","1,370,000,000","1,352,000,000","1,298,000,000","1,252,000,000","1,254,000,000","1,221,000,000","1,174,000,000","1,124,000,000","1,076,000,000","1,046,000,000","1,057,000,000","970,000,000","955,000,000","934,000,000","924,000,000","727,000,000","721,000,000","714,000,000","700,000,000","721,000,000","723,000,000","725,000,000","729,000,000","767,000,000","831,000,000","825,000,000","824,000,000","958,000,000","1,031,000,000","1,069,000,000","1,195,000,000","1,286,000,000","1,295,000,000","1,327,000,000","1,348,000,000","1,406,000,000","1,504,000,000","1,504,000,000","1,492,000,000","1,500,000,000","1,454,000,000","1,462,000,000","1,452,188,000","1,425,877,000","1,418,800,000","1,373,122,000","1,412,600,000","1,414,900,000","1,374,000,000","1,328,800,000","1,135,600,000","1,058,400,000","1,048,400,000","1,046,600,000","1,036,000,000","997,800,000","949,800,000","917,000,000","844,900,000","793,400,000","745,800,000","704,300,000","643,300,000","420,400,000","289,100,000","222,000,000","175,600,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,"18,885,000,000","17,952,000,000","18,068,000,000","17,856,000,000","17,754,000,000","17,085,000,000","16,560,000,000","16,308,000,000","16,352,000,000","16,216,000,000","15,409,000,000","14,931,000,000","14,189,000,000","13,587,000,000","12,529,000,000","11,746,000,000","10,932,000,000","10,185,000,000","9,108,000,000","8,391,000,000","7,729,000,000","6,956,000,000","6,071,000,000","5,627,000,000","5,152,000,000","4,863,000,000","4,448,000,000","4,029,000,000","3,625,000,000","3,309,000,000","3,055,000,000","2,818,000,000","2,627,000,000","2,439,000,000","2,315,000,000","2,156,000,000","2,090,000,000","2,059,000,000","2,028,000,000","1,995,000,000","1,968,000,000","1,471,000,000","1,302,000,000","1,170,000,000","1,041,000,000","955,000,000","911,000,000","899,000,000","888,000,000","810,000,000","807,000,000","796,000,000","774,000,000","762,000,000","727,000,000","685,000,000","674,000,000","626,000,000","611,000,000","485,000,000","361,000,000","361,000,000","355,000,000","354,000,000","353,000,000","351,000,000","350,000,000","350,000,000","350,000,000","350,000,000","348,000,000","346,000,000","344,000,000","342,000,000","341,000,000","339,000,000","338,000,000","337,000,000","337,000,000","337,000,000","332,000,000","324,000,000","322,000,000","321,000,000","324,000,000","323,000,000","320,000,000","326,000,000","340,000,000","338,000,000","352,000,000","402,000,000","402,000,000","453,000,000","460,000,000","461,000,000","484,000,000","480,000,000","506,000,000","518,000,000","516,000,000","504,000,000","486,000,000","481,000,000","489,000,000","484,592,000","470,683,000",,"411,061,000",,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,739,000,000",,"1,507,000,000","1,388,000,000","1,359,000,000","1,324,000,000","1,218,000,000","1,118,000,000","1,044,000,000","1,019,000,000","907,000,000","843,000,000","799,000,000","760,000,000","722,000,000","634,000,000","602,000,000","545,000,000","496,000,000",,"454,000,000","446,000,000","432,000,000","390,000,000","374,000,000","357,000,000","336,000,000","312,000,000","291,000,000","281,000,000","242,000,000","223,000,000","203,000,000","186,000,000","137,000,000","129,000,000","129,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"76,224,000,000","75,291,000,000","72,982,000,000","71,273,000,000","70,841,000,000","69,797,000,000","68,529,000,000","68,139,000,000","66,823,000,000","65,982,000,000","62,060,000,000","57,784,000,000","55,479,000,000","54,210,000,000","49,491,000,000","46,688,000,000","45,309,000,000","44,543,000,000","42,550,000,000","39,723,000,000","38,039,000,000","37,038,000,000","34,495,000,000","32,107,000,000","31,010,000,000","29,639,000,000","25,595,000,000","22,147,000,000","21,537,000,000","21,242,000,000","20,024,000,000","17,737,000,000","16,994,000,000","15,984,000,000","10,804,000,000","8,855,000,000","7,508,000,000","7,110,000,000","5,961,000,000","5,234,000,000","4,606,000,000","3,733,000,000","3,031,000,000","2,587,000,000","2,206,000,000","2,047,000,000","1,804,000,000","1,810,000,000","1,750,000,000","1,613,000,000","1,372,000,000","1,199,000,000","1,113,000,000","1,060,000,000","928,000,000","776,000,000","727,000,000","689,000,000","621,000,000","612,000,000","584,000,000","575,000,000","558,000,000","542,000,000","545,000,000","501,000,000","470,000,000","514,000,000","497,000,000","467,000,000","440,000,000","418,000,000","411,000,000","434,000,000","387,000,000","393,000,000","393,000,000","401,000,000","253,000,000","255,000,000","253,000,000","245,000,000","266,000,000","269,000,000","270,000,000","281,000,000","323,000,000","381,000,000","356,000,000","357,000,000","472,000,000","493,000,000","516,000,000","570,000,000","646,000,000","653,000,000","665,000,000","680,000,000","711,000,000","789,000,000","789,000,000","783,000,000","789,000,000","757,000,000","738,000,000","730,888,000","718,699,000",,"728,316,000",,,,,,,,,,,,,,,,,,,,,
				OtherProperties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"184,000,000","136,000,000","141,000,000","148,000,000","156,000,000",,,,"131,000,000","133,000,000","135,000,000","131,000,000","125,000,000","124,000,000","124,000,000","129,000,000","129,000,000","134,000,000","136,000,000","151,000,000","172,000,000","180,000,000","181,000,000","178,000,000","188,000,000","189,000,000","197,000,000","199,000,000","205,000,000","225,000,000","216,000,000","235,000,000","236,700,000","236,501,000",,"233,700,000",,,,,,,,,,,,,,,,,,,,,
				Leases,"10,384,000,000","10,283,000,000","9,867,000,000","9,614,000,000","9,395,000,000","9,075,000,000","8,895,000,000","8,589,000,000","8,351,000,000","8,205,000,000","7,899,000,000","7,787,000,000","7,442,000,000","7,279,000,000","6,961,000,000","6,690,000,000","6,518,000,000","6,517,000,000","6,333,000,000","5,937,000,000","5,574,000,000","5,263,000,000","4,978,000,000","4,726,000,000","4,585,000,000","4,513,000,000","4,410,000,000","4,230,000,000","4,126,000,000","3,968,000,000","3,810,000,000","3,639,000,000","3,593,000,000","3,464,000,000","3,086,000,000","2,930,000,000","2,742,000,000","2,599,000,000","2,359,000,000","2,187,000,000","2,061,000,000","2,030,000,000","1,895,000,000","1,798,000,000","1,739,000,000","1,665,000,000","1,507,000,000","1,388,000,000","1,359,000,000","1,324,000,000","1,218,000,000","1,118,000,000","1,044,000,000","1,019,000,000","907,000,000","843,000,000","799,000,000","760,000,000","722,000,000","634,000,000","602,000,000","545,000,000","496,000,000","474,000,000","454,000,000","446,000,000","432,000,000","390,000,000","374,000,000","357,000,000","336,000,000","312,000,000","291,000,000","281,000,000","242,000,000","223,000,000","203,000,000","186,000,000","137,000,000","129,000,000","129,000,000","131,000,000","133,000,000","133,000,000","131,000,000","125,000,000","124,000,000","124,000,000","129,000,000","129,000,000","134,000,000","136,000,000","151,000,000","172,000,000","180,000,000","181,000,000","178,000,000","188,000,000","189,000,000","197,000,000","199,000,000","205,000,000","225,000,000","216,000,000","235,000,000","236,708,000","236,495,000",,"233,745,000",,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-67,560,000,000","-66,760,000,000","-65,230,000,000","-62,854,000,000","-60,959,000,000","-58,579,000,000","-56,348,000,000","-54,290,000,000","-51,929,000,000","-49,099,000,000","-47,251,000,000","-45,425,000,000","-43,431,000,000","-41,293,000,000","-39,695,000,000","-37,961,000,000","-36,249,000,000","-34,235,000,000","-32,543,000,000","-30,848,000,000","-29,042,000,000","-26,786,000,000","-24,395,000,000","-22,309,000,000","-20,355,000,000","-18,391,000,000","-16,868,000,000","-15,286,000,000","-13,800,000,000","-11,922,000,000","-10,562,000,000","-9,168,000,000","-7,792,000,000","-6,435,000,000","-5,718,000,000","-5,094,000,000","-4,524,000,000","-3,991,000,000","-3,599,000,000","-3,175,000,000","-2,767,000,000","-2,466,000,000","-2,238,000,000","-2,051,000,000","-1,871,000,000","-1,713,000,000","-1,569,000,000","-1,551,000,000","-1,417,000,000","-1,292,000,000","-1,220,000,000","-1,151,000,000","-1,061,000,000","-1,009,000,000","-936,000,000","-895,000,000","-838,000,000","-794,000,000","-757,000,000","-726,000,000","-692,000,000","-664,000,000","-645,000,000","-628,000,000","-617,000,000","-591,000,000","-568,000,000","-567,000,000","-537,000,000","-505,000,000","-485,000,000","-457,000,000","-441,000,000","-436,000,000","-381,000,000","-368,000,000","-361,000,000","-360,000,000","-380,000,000","-390,000,000","-389,000,000","-387,000,000","-407,000,000","-409,000,000","-407,000,000","-411,000,000","-454,000,000","-501,000,000","-481,000,000","-476,000,000","-593,000,000","-616,000,000","-640,000,000","-709,000,000","-746,000,000","-739,000,000","-734,000,000","-750,000,000","-791,000,000","-812,000,000","-792,000,000","-781,000,000","-809,000,000","-791,000,000","-801,000,000","-785,088,000","-760,895,000","-742,100,000","-730,786,000","-753,100,000","-755,400,000","-723,700,000","-689,500,000","-673,400,000","-590,500,000","-590,500,000","-590,500,000","-588,000,000","-552,700,000","-513,900,000","-480,700,000","-446,700,000","-414,700,000","-377,500,000","-342,400,000","-309,100,000","-213,000,000","-158,700,000","-114,700,000","-85,200,000"
		GoodwillAndOtherIntangibleAssets,,,,,,,,,,,,,"8,038,000,000","8,015,000,000","8,105,000,000","8,090,000,000","8,271,000,000","8,620,000,000","8,767,000,000","9,092,000,000","9,126,000,000","9,009,000,000","8,823,000,000","8,772,000,000","8,999,000,000","8,758,000,000","6,141,000,000","5,983,000,000","6,127,000,000","5,756,000,000","5,875,000,000","5,536,000,000","5,843,000,000","5,359,000,000","5,461,000,000","4,745,000,000","4,368,000,000","4,432,000,000","1,910,000,000","1,248,000,000","1,263,000,000","1,083,000,000","1,032,000,000","743,000,000","494,000,000","453,000,000","466,000,000","475,000,000","484,000,000","492,000,000","329,000,000","338,000,000","349,000,000","337,000,000","275,000,000","278,000,000","184,000,000","177,000,000","75,000,000","110,000,000","93,000,000","96,000,000","109,000,000","113,000,000","96,000,000","97,000,000","99,000,000","106,000,000","107,000,000","109,000,000","112,000,000","114,000,000","116,000,000","119,000,000","99,000,000","81,000,000","75,000,000",,"146,000,000","135,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Goodwill,,,,,,,,,,,,,"5,889,000,000","5,717,000,000","5,661,000,000","5,473,000,000","5,423,000,000","5,414,000,000","5,261,000,000","5,249,000,000","5,202,000,000","5,116,000,000","5,044,000,000","4,711,000,000","4,629,000,000","4,616,000,000","2,374,000,000","2,055,000,000","2,022,000,000","1,577,000,000","1,522,000,000","1,400,000,000","1,381,000,000","1,135,000,000","1,132,000,000","1,141,000,000","896,000,000","896,000,000","741,000,000","741,000,000","741,000,000","741,000,000","714,000,000","480,000,000","253,000,000","206,000,000","207,000,000","207,000,000","207,000,000","207,000,000","38,000,000","38,000,000","38,000,000","38,000,000","38,000,000","38,000,000","38,000,000","38,000,000","38,000,000","69,000,000","69,000,000","69,000,000","80,000,000","80,000,000","80,000,000","80,000,000","80,000,000","85,000,000","85,000,000","85,000,000","85,000,000","85,000,000","85,000,000","85,000,000","66,000,000",,"66,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,,,,,,,,,,,,,"2,149,000,000","2,298,000,000","2,444,000,000","2,617,000,000","2,848,000,000","3,206,000,000","3,506,000,000","3,843,000,000","3,924,000,000","3,893,000,000","3,779,000,000","4,061,000,000","4,370,000,000","4,142,000,000","3,767,000,000","3,928,000,000","4,105,000,000","4,179,000,000","4,353,000,000","4,136,000,000","4,462,000,000","4,224,000,000","4,329,000,000","3,604,000,000","3,472,000,000","3,536,000,000","1,169,000,000","507,000,000","522,000,000","342,000,000","318,000,000","263,000,000","241,000,000","247,000,000","259,000,000","268,000,000","277,000,000","285,000,000","291,000,000","300,000,000","311,000,000","299,000,000","237,000,000","240,000,000","146,000,000","139,000,000","37,000,000","41,000,000","24,000,000","27,000,000","29,000,000","33,000,000","16,000,000","17,000,000","19,000,000","21,000,000","22,000,000","24,000,000","27,000,000","29,000,000","31,000,000","34,000,000","33,000,000","81,000,000","9,000,000",,"146,000,000","135,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"118,745,000,000","100,887,000,000","100,592,000,000","98,793,000,000","99,899,000,000","105,341,000,000","115,996,000,000","145,319,000,000","158,608,000,000","170,799,000,000","172,773,000,000","179,286,000,000","207,944,000,000","194,714,000,000","184,757,000,000","189,740,000,000","185,638,000,000","170,430,000,000","169,764,000,000","177,645,000,000","177,665,000,000","164,065,000,000","168,145,000,000","160,443,000,000","145,492,000,000","130,162,000,000","126,685,000,000","109,239,000,000","118,131,000,000","106,215,000,000","104,014,000,000","105,550,000,000","97,292,000,000","92,122,000,000","89,567,000,000","81,638,000,000","67,445,000,000","55,618,000,000","47,761,000,000","36,533,000,000","32,730,000,000","25,391,000,000","21,551,000,000","18,549,000,000","15,024,000,000","10,528,000,000","6,899,000,000","3,865,000,000","2,498,000,000",,,,,,,,,,,,,,,,,,,,,"5,000,000","14,000,000","28,000,000","28,000,000","39,000,000","48,000,000","79,000,000","101,000,000","128,000,000","146,000,000","151,000,000","447,000,000","786,000,000","1,236,000,000","1,544,000,000","2,140,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"118,745,000,000","100,887,000,000","100,592,000,000","98,793,000,000","99,899,000,000","105,341,000,000","115,996,000,000","145,319,000,000","158,608,000,000","170,799,000,000","172,773,000,000","179,286,000,000","207,944,000,000","194,714,000,000","184,757,000,000","189,740,000,000","185,638,000,000","170,430,000,000","169,764,000,000","177,645,000,000","177,665,000,000","164,065,000,000","168,145,000,000","160,443,000,000","145,492,000,000","130,162,000,000","126,685,000,000","109,239,000,000","118,131,000,000","106,215,000,000","104,014,000,000","105,550,000,000","97,292,000,000","92,122,000,000","89,567,000,000","81,638,000,000","67,445,000,000","55,618,000,000","47,761,000,000","36,533,000,000","32,730,000,000","25,391,000,000","21,551,000,000","18,549,000,000","15,024,000,000","10,528,000,000","6,899,000,000","3,865,000,000","2,498,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"118,745,000,000","100,887,000,000","100,592,000,000","98,793,000,000","99,899,000,000","105,341,000,000","115,996,000,000","145,319,000,000","158,608,000,000","170,799,000,000","172,773,000,000","179,286,000,000","207,944,000,000","194,714,000,000","184,757,000,000","189,740,000,000","185,638,000,000","170,430,000,000","169,764,000,000","177,645,000,000","177,665,000,000","164,065,000,000","168,145,000,000","160,443,000,000","145,492,000,000","130,162,000,000","126,685,000,000","109,239,000,000","118,131,000,000","106,215,000,000","104,014,000,000","105,550,000,000","97,292,000,000","92,122,000,000","89,567,000,000","81,638,000,000","67,445,000,000","55,618,000,000","47,761,000,000","36,533,000,000","32,730,000,000","25,391,000,000","21,551,000,000","18,549,000,000","15,024,000,000","10,528,000,000","6,899,000,000","3,865,000,000","2,498,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
